what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319831434806
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319831453569
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319831475818
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319831478049
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319831478089
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319831510353
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319831578234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319831581395
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319840742237
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319840766126
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319840767750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319840820087
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319840821701
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319846813207
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319846856101
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319846859644
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319846920886
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319846920947
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319846941103
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319846942061
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319846944364
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319846945249
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319846945728
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319846945744
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319846947404
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319846995481
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319846998447
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319847003646
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319847005237
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319847006011
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319847006861
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319847007765
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319847008024
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319847030602
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319847030765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319847032448
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319847034911
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1319847049232
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319847051288
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1319847067726
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319847069145
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319847071716
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1319847076367
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319847077525
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319847093907
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1319847099075
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319847099095
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319847101836
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319847120571
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319847124476
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319847127122
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1319847128126
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1319847128729
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319847130042
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319847130176
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319847131062
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319847131320
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319847133731
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319847153758
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319847165603
