what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319849641144
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319849642427
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1319849644074
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849648602
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849648681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849649426
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849694925
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849698792
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849706478
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319849711746
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1319849712982
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849717555
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849725954
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849728698
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849740463
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849746631
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849748125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849756314
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849770517
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849802983
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849836099
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319849848962
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1319849850171
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849854696
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849854826
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849856553
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849938119
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849953079
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319849983923
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319850015814
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1319850017175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319850021600
